WITTCASE NUMBER: HA002505
SAMPLE NUMBER:   23
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  LFA     	  LFA'		
  4.35   	 -91.56		 64.44   	 -91.56		
  3.99   	 -76.30		 64.07   	-106.82		
  3.68   	 -55.95		 63.64   	-106.82		
  3.46   	 -40.69		 63.21   	-111.90		
  3.30   	 -30.52		 62.77   	-106.82		
  3.17   	 -30.52		 62.34   	-106.82		
  3.05   	 -25.43		 61.91   	 -96.64		
  2.95   	 -20.35		 61.53   	 -86.47		
  2.87   	 -20.35		 61.18   	 -81.38		
  2.79   	 -20.35		 60.85   	 -76.30		
  2.71   	 -15.26		 60.55   	 -66.12		
  2.64   	 -10.17		 60.28   	 -61.04		
  2.60   	 -10.17		 60.04   	 -66.12		
  2.56(D)	   0.00		 59.78   	 -61.04		
  2.56   	   5.09		 59.53   	 -55.95		
  2.58   	   5.09		 59.31   	 -61.04		
  2.60   	   5.09		 59.06   	 -61.04		
  2.62   	   0.00		 58.82   	 -55.95		
  2.62   	   5.09		 58.60   	 -50.86		
  2.64   	   0.00		 58.39   	 -55.95		
  2.64   	  15.26		 58.17   	 -45.78		
  2.71   	  20.35		 57.99   	 -45.78		
  2.79   	  20.35		 57.80   	 -45.78		
  2.87   	  15.26		 57.62   	 -35.61		
  2.93   	  15.26		 57.48   	 -35.61		
  2.99   	   0.00		 57.33   	 -40.69		
  2.99   	   0.00		 57.17   	 -40.69		
  2.99   	 -15.26		 57.01   	 -35.61		
  2.93   	 -20.35		 56.87   	 -40.69		
  2.85   	 -20.35		 56.70   	 -40.69		
  2.77   	  -5.09		 56.54   	 -40.69		
  2.75   	   0.00		 56.38   	 -35.61		
  2.75   	   0.00		 56.24   	 -35.61		
  2.75   	   0.00		 56.09   	 -35.61		
  2.75   	   0.00		 55.95   	 -35.61		
  2.75   	   0.00		 55.81   	 -30.52		
  2.75   	   0.00		 55.69   	 -35.61		
  2.75   	  10.17		 55.54   	 -35.61		
  2.79   	   5.09		 55.40   	 -35.61		
  2.81   	   5.09		 55.26   	 -35.61		
  2.83   	   0.00		 55.12   	 -35.61		
  2.83   	   0.00		 54.97   	 -35.61		
  2.83   	   0.00		 54.83   	 -35.61		
  2.83   	  -5.09		 54.69   	 -30.52		
  2.81   	   0.00		 54.57   	 -30.52		
  2.81   	   0.00		 54.45   	 -30.52		
  2.81   	   5.09		 54.32   	 -25.43		
  2.83   	   0.00		 54.22   	 -30.52		
  2.83   	   0.00		 54.10   	 -25.43		
  2.83   	   0.00		 54.00   	 -30.52		
  2.83   	   0.00		 53.88   	 -25.43		
  2.83   	   5.09		 53.77   	 -30.52		
  2.85   	  10.17		 53.65   	 -30.52		
  2.89   	  10.17		 53.53   	 -30.52		
  2.93   	  10.17		 53.41   	 -35.61		
  2.97   	  15.26		 53.27   	 -30.52		
  3.03   	  10.17		 53.14   	 -25.43		
  3.07   	  10.17		 53.04   	 -30.52		
  3.11   	  10.17		 52.92   	 -30.52		
  3.15   	  10.17		 52.80   	 -30.52		
  3.19   	   5.09		 52.68   	 -30.52		
  3.21   	  10.17		 52.55   	 -35.61		
  3.26   	  15.26		 52.41   	 -35.61		
  3.32   	  25.43		 52.27   	 -30.52		
  3.42   	  20.35		 52.15   	 -25.43		
  3.50   	  25.43		 52.04   	 -30.52		
  3.60   	  20.35		 51.92   	 -30.52		
  3.68   	  15.26		 51.80   	 -25.43		
  3.74   	  15.26		 51.70   	 -25.43		
  3.80   	  10.17		 51.60   	 -25.43		
  3.85   	   0.00		 51.50   	 -30.52		
  3.85   	   5.09		 51.37   	 -30.52		
  3.87   	   5.09		 51.25   	 -30.52		
  3.89   	   5.09		 51.13   	 -25.43		
  3.91   	   5.09		 51.03   	 -30.52		
  3.93   	  10.17		 50.91   	 -35.61		
  3.97   	  10.17		 50.76   	 -30.52		
  4.01   	  15.26		 50.64   	 -30.52		
  4.07   	  15.26		 50.52   	 -30.52		
  4.13   	  15.26		 50.40   	 -30.52		
  4.19   	  25.43		 50.27   	 -30.52		
  4.29   	  20.35		 50.15   	 -35.61		
  4.37(E)	  25.43		 50.01   	 -30.52		
  4.48   	  10.17		 49.89   	 -30.52		
  4.52   	  10.17		 49.77   	 -30.52		
  4.56   	  15.26		 49.64   	 -25.43		
  4.62   	  20.35		 49.54   	 -30.52		
  4.70   	  15.26		 49.42   	 -30.52		
  4.76   	  10.17		 49.30   	 -30.52		
  4.80   	  10.17		 49.18   	 -35.61		
  4.84   	  10.17		 49.03   	 -30.52		
  4.88   	  10.17		 48.91   	 -35.61		
  4.92   	  20.35		 48.77   	 -30.52		
  5.01   	  25.43		 48.65   	 -35.61		
  5.11   	  35.61		 48.50   	 -30.52		
  5.25   	  40.69		 48.38   	 -30.52		
  5.41   	  40.69		 48.26   	 -30.52		
  5.57   	  55.95		 48.14   	 -25.43		
  5.80   	  81.38		 48.04   	 -30.52		
  6.12   	  96.64		 47.91   	 -30.52		
  6.51   	 132.25		 47.79   	 -30.52		
  7.04   	 172.94		 47.67   	 -25.43		
  7.73   	 249.24		 47.57   	 -30.52		
  8.73   	 345.88		 47.45   	 -25.43		
 10.11   	 376.40		 47.34   	 -30.52		
 11.62   	 315.36		 47.22   	 -25.43		
 12.88   	 284.84		 47.12   	 -25.43		
 14.02   	 350.97		 47.02   	 -25.43		
 15.42   	 406.92		 46.92   	 -20.35		
 17.05   	 396.74		 46.84   	 -20.35		
 18.64   	 361.14		 46.75   	 -20.35		
 20.08   	 356.05		 46.67   	 -20.35		
 21.51   	 381.48		 46.59   	 -20.35		
 23.03   	 432.35		 46.51   	 -20.35		
 24.76   	 467.95		 46.43   	 -20.35		
 26.63   	 467.95		 46.35   	 -25.43		
 28.50   	 447.61		 46.25   	 -20.35		
 30.29   	 412.00		 46.16   	 -25.43		
 31.94   	 381.48		 46.06   	 -20.35		
 33.47   	 325.53		 45.98   	 -20.35		
 34.77   	 279.75		 45.90   	 -30.52		
 35.89   	 223.80		 45.78   	 -30.52		
 36.79   	 188.20		 45.66   	 -35.61		
 37.54   	 152.59		 45.51   	 -30.52		
 38.15   	 132.25		 45.39   	 -25.43		
 38.68   	 106.82		 45.29   	 -30.52		
 39.10   	  96.64		 45.17   	 -25.43		
 39.49   	  91.56		 45.07   	 -25.43		
 39.86   	 101.73		 44.96   	 -25.43		
 40.26   	  96.64		 44.86   	 -20.35		
 40.65   	 101.73		 44.78   	 -25.43		
 41.06   	  91.56		 44.68   	 -30.52		
 41.42   	 101.73		 44.56   	 -35.61		
 41.83   	 106.82		 44.41   	 -10.17		
 42.26   	  96.64		 44.37(D)	  15.26		
 42.64   	 101.73		 44.44   	  15.26		
 43.05   	 122.07		 44.50   	  15.26		
 43.54   	 132.25		 44.56   	  45.78		
 44.07   	 122.07		 44.74   	  61.04		
 44.56   	 127.16		 44.98   	  50.86		
 45.07   	 132.25		 45.19   	  71.21		
 45.59   	 152.59		 45.47   	 157.68		
 46.21   	 157.68		 46.10   	 254.32		
 46.84   	 142.42		 47.12   	 330.62		
 47.41   	 147.51		 48.44   	 396.74		
 48.00   	 157.68		 50.03   	 473.04		
 48.63   	 162.77		 51.92   	 503.56		
 49.28   	 152.59		 53.94   	 498.47		
 49.89   	 167.85		 55.93   	 462.87		
 50.56   	 178.03		 57.78   	 412.00		
 51.27   	 178.03		 59.43   	 350.97		
 51.98   	 167.85		 60.83   	 274.67		
 52.65   	 167.85		 61.93   	 203.46		
 53.33   	 162.77		 62.75   	 152.59		
 53.98   	 157.68		 63.36   	 132.25		
 54.61   	 152.59		 63.89   	 122.07		
 55.22   	 147.51		 64.37   	 137.33		
 55.81   	 137.33		 64.92   	 167.85		
 56.36   	 127.16		 65.59   	 213.63		
 56.87   	 116.99		 66.45   	 254.32		
 57.33   	 111.90		 67.47   	 305.19		
 57.78   	 106.82		 68.69   	 356.05		
 58.21   	  96.64		 70.11   	 381.48		
 58.60   	  91.56		 71.64   	 396.74		
 58.96   	  91.56		 73.22   	 401.83		
 59.33   	  81.38		 74.83   	 386.57		
 59.65   	  71.21		 76.38   	 356.05		
 59.94   	  71.21		 77.80   	 315.36		
 60.22   	  66.12		 79.06   	 279.75		
 60.49   	  66.12		 80.18   	 239.06		
 60.75   	  66.12		 81.14   	 203.46		
 61.02   	  55.95		 81.95   	 172.94		
 61.24   	  55.95		 82.64   	 147.51		
 61.46   	  50.86		 83.23   	 137.33		
 61.67   	  45.78		 83.78   	 116.99		
 61.85   	  50.86		 84.25   	 106.82		
 62.05   	  40.69		 84.68   	  86.47		
 62.22   	  40.69		 85.03   	  81.38		
 62.38   	  35.61		 85.35   	  66.12		
 62.52   	  25.43		 85.62   	  55.95		
 62.62   	  25.43		 85.84   	  40.69		
 62.73   	  15.26		 86.00   	  35.61		
 62.79   	  10.17		 86.14   	  25.43		
 62.83   	   5.09		 86.25(S)	   0.00		
 62.85(S)	  -5.09		 86.25   	 -25.43		
 62.83   	 -15.26		 86.14   	 -40.69		
 62.77   	 -25.43		 85.98   	 -50.86		
 62.67   	 -30.52		 85.78   	 -66.12		
 62.54   	 -50.86		 85.51   	 -81.38		
 62.34   	 -61.04		 85.19   	 -86.47		
 62.10   	 -91.56		 84.84   	 -96.64		
 61.73   	-106.82		 84.46   	 -96.64		
 61.30   	-142.42		 84.07   	-101.73		
 60.73   	-193.29		 83.66   	-106.82		
 59.96   	-244.15		 83.23   	 -96.64		
 58.98   	-300.10		 82.85   	 -96.64		
 57.78   	-427.26		 82.46   	-101.73		
 56.07   	-620.55		 82.05   	-106.82		
 53.59   	-783.31		 81.63   	-111.90		
 50.46   	-818.92		 81.18   	-111.90		
 47.18   	-762.97		 80.73   	-111.90		
 44.13   	-681.58		 80.28   	-116.99		
 41.40   	-625.63		 79.82   	-111.90		
 38.90   	-584.94		 79.37   	-122.07		
 36.56   	-549.34		 78.88   	-116.99		
 34.36   	-503.56		 78.41   	-116.99		
 32.35   	-447.61		 77.94   	-116.99		
 30.56   	-412.00		 77.48   	-116.99		
 28.91   	-386.57		 77.01   	-132.25		
 27.37   	-371.31		 76.48   	-142.42		
 25.88   	-356.05		 75.91   	-147.51		
 24.46   	-340.79		 75.32   	-152.59		
 23.09   	-345.88		 74.71   	-167.85		
 21.71   	-350.97		 74.04   	-172.94		
 20.31   	-356.05		 73.35   	-183.11		
 18.88   	-345.88		 72.61   	-172.94		
 17.50   	-345.88		 71.92   	-172.94		
 16.11   	-335.71		 71.23   	-178.03		
 14.77   	-335.71		 70.52   	-172.94		
 13.43   	-325.53		 69.83   	-167.85		
 12.13   	-315.36		 69.16   	-152.59		
 10.86   	-300.10		 68.55   	-142.42		
  9.66   	-284.84		 67.98   	-132.25		
  8.52   	-269.58		 67.45   	-122.07		
  7.45   	-249.24		 66.96   	-101.73		
  6.45   	-218.72		 66.55   	-101.73		
  5.57   	-198.37		 66.14   	 -96.64		
  4.78   	-167.85		 65.76   	 -86.47		
  4.11   	-137.33		 65.41   	 -86.47		
  3.56   	-111.90		 65.07   	 -86.47		
  3.11   	 -91.56		 64.72   	 -86.47		
  2.75   	 -66.12		 64.37   	 -96.64		
  2.48   	 -50.86		 63.99   	 -91.56		
  2.28   	 -40.69		 63.62   	-101.73		
  2.12   	 -25.43		 63.21   	-106.82		
  2.01   	 -25.43		 62.79   	-106.82		
  1.91   	 -20.35		 62.36   	-106.82		
  1.83   	 -25.43		 61.93   	-101.73		
  1.73   	 -30.52		 61.53   	 -96.64		
  1.61   	 -30.52		 61.14   	 -96.64		
  1.49   	 -30.52		 60.75   	 -81.38		
  1.36   	 -25.43		 60.43   	 -81.38		
  1.26   	 -25.43		 60.10   	 -76.30		
  1.16   	 -20.35		 59.80   	 -71.21		
  1.08   	 -15.26		 59.51   	 -71.21		
  1.02   	 -20.35		 59.23   	 -66.12		
  0.94   	 -10.17		 58.96   	 -61.04		
  0.90   	   0.00		 58.72   	 -66.12		
  0.90   	  10.17		 58.45   	 -61.04		
  0.94   	  20.35		 58.21   	 -55.95		
  1.02   	  20.35		 57.99   	 -50.86		
  1.10   	  20.35		 57.78   	 -50.86		
  1.18   	  15.26		 57.58   	 -50.86		
  1.24   	   5.09		 57.38   	 -50.86		
  1.26   	   0.00		 57.17   	 -50.86		
  1.26   	  -5.09		 56.97   	 -45.78		
  1.24   	 -10.17		 56.79   	 -50.86		
  1.20   	 -15.26		 56.58   	 -45.78		
  1.14   	 -20.35		 56.40   	 -40.69		
  1.06   	 -25.43		 56.24   	 -45.78		
  0.96   	 -20.35		 56.05   	 -40.69		
  0.87   	 -20.35		 55.89   	 -45.78		
  0.79   	  -5.09		 55.71   	 -40.69		
  0.77   	  -5.09		 55.54   	 -35.61		
  0.75   	  -5.09		 55.40   	 -45.78		
  0.73   	 -10.17		 55.22   	 -40.69		
  0.69   	 -15.26		 55.06   	 -40.69		
  0.63   	 -10.17		 54.89   	 -40.69		
  0.59   	  -5.09		 54.73   	 -40.69		
  0.57   	 -10.17		 54.57   	 -40.69		
  0.53   	 -15.26		 54.40   	 -40.69		
  0.47   	 -10.17		 54.24   	 -45.78		
  0.43   	 -10.17		 54.06   	 -40.69		
  0.39   	 -10.17		 53.90   	 -35.61		
  0.35   	 -10.17		 53.75   	 -40.69		
  0.31   	 -15.26		 53.59   	 -35.61		
  0.24   	 -10.17		 53.45   	 -35.61		
  0.20   	 -10.17		 53.31   	 -35.61		
  0.16   	  -5.09		 53.16   	 -30.52		
  0.14   	  -5.09		 53.04   	 -30.52		
  0.12   	  -5.09		 52.92   	 -30.52		
  0.10(D)	   0.00		 52.80   	 -30.52		
  0.10   	   5.09		 52.68   	 -25.43		
  0.12   	  10.17		 52.57   	 -25.43		
  0.16   	  10.17		 52.47   	 -30.52		
  0.20   	  15.26		 52.35   	 -30.52		
  0.26   	  10.17		 52.23   	 -35.61		
  0.31   	  10.17		 52.09   	 -35.61		
  0.35   	   5.09		 51.94   	 -40.69		
  0.37   	  10.17		 51.78   	 -40.69		
  0.41   	  10.17		 51.62   	 -45.78		
  0.45   	  15.26		 51.43   	 -35.61		
  0.51   	  10.17		 51.29   	 -35.61		
  0.55   	  15.26		 51.15   	 -35.61		
  0.61   	  15.26		 51.01   	 -30.52		
  0.67   	  20.35		 50.88   	 -25.43		
  0.75   	  15.26		 50.78   	 -30.52		
  0.81   	  10.17		 50.66   	 -25.43		
  0.85   	   5.09		 50.56   	 -30.52		
  0.87   	  10.17		 50.44   	 -25.43		
  0.92   	   5.09		 50.34   	 -30.52		
  0.94   	  -5.09		 50.21   	 -35.61		
  0.92   	 -10.17		 50.07   	 -40.69		
  0.87   	 -10.17		 49.91   	 -35.61		
  0.83   	 -15.26		 49.77   	 -35.61		
  0.77   	 -15.26		 49.62   	 -30.52		
  0.71   	 -25.43		 49.50   	 -35.61		
  0.61   	 -20.35		 49.36   	 -30.52		
  0.53   	 -10.17		 49.24   	 -25.43		
  0.49(E)	  15.26		 49.14   	 -30.52		
  0.55   	  20.35		 49.01   	 -30.52		
  0.63   	  45.78		 48.89   	 -40.69		
  0.81   	  45.78		 48.73   	 -35.61		
  1.00   	  50.86		 48.59   	 -35.61		
  1.20   	  55.95		 48.44   	 -35.61		
  1.42   	  45.78		 48.30   	 -35.61		
  1.61   	  45.78		 48.16   	 -35.61		
  1.79   	  35.61		 48.02   	 -30.52		
  1.93   	  35.61		 47.89   	 -30.52		
  2.08   	  30.52		 47.77   	 -30.52		
  2.20   	  30.52		 47.65   	 -30.52		
  2.32   	  25.43		 47.53   	 -30.52		
  2.42   	  30.52		 47.41   	 -30.52		
  2.54   	  30.52		 47.28   	 -30.52		
  2.67   	  35.61		 47.16   	 -30.52		
  2.81   	  45.78		 47.04   	 -30.52		
  2.99   	  55.95		 46.92   	 -30.52		
  3.21   	  81.38		 46.80   	 -25.43		
  3.54   	  91.56		 46.69   	 -25.43		
  3.91   	 106.82		 46.59   	 -25.43		
  4.33   	 137.33		 46.49   	 -30.52		
  4.88   	 172.94		 46.37   	 -30.52		
  5.57   	 239.06		 46.25   	 -30.52		
  6.53   	 320.45		 46.12   	 -30.52		
  7.81   	 289.93		 46.00   	 -30.52		
  8.97   	 218.72		 45.88   	 -30.52		
  9.85   	 376.40		 45.76   	 -30.52		
 11.35   	 579.86		 45.64   	 -25.43		
 13.67   	 579.86		 45.53   	 -25.43		
 15.99   	 478.13		 45.43   	 -20.35		
 17.90   	 427.26		 45.35   	 -25.43		
 19.61   	 452.69		 45.25   	 -20.35		
 21.42   	 483.21		 45.17   	 -20.35		
 23.36   	 483.21		 45.09   	 -20.35		
 25.29   	 412.00		 45.00   	 -20.35		
 26.94   	 305.19		 44.92   	 -20.35		
 28.16   	 223.80		 44.84   	 -25.43		
 29.05   	 213.63		 44.74   	 -20.35		
 29.91   	 223.80		 44.66   	 -20.35		
 30.80   	 188.20		 44.58   	 -25.43		
 31.56   	 157.68		 44.48   	 -25.43		
 32.19   	 152.59		 44.37   	 -30.52		
 32.80   	 142.42		 44.25   	 -25.43		
 33.37   	 122.07		 44.15   	 -30.52		
 33.86   	  96.64		 44.03   	 -25.43		
 34.24   	  81.38		 43.93   	 -30.52		
 34.57   	  76.30		 43.80   	 -30.52		
 34.87   	  91.56		 43.68   	 -30.52		
 35.24   	 101.73		 43.56   	 -30.52		
 35.65   	 111.90		 43.44   	 -25.43		
 36.09   	 132.25		 43.34   	 -25.43		
 36.62   	 147.51		 43.23   	 -25.43		
 37.21   	 132.25		 43.13   	 -25.43		
 37.74   	 132.25		 43.03   	 -15.26		
 38.27   	 142.42		 42.97   	 -10.17		
 38.84   	 157.68		 42.93   	 -10.17		
 39.47   	 152.59		 42.89   	  -5.09		
 40.08   	 127.16		 42.87(D)	   0.00		
 40.59   	 132.25		 42.87   	  10.17		
 41.12   	 157.68		 42.91   	  25.43		
 41.75   	 162.77		 43.01   	  40.69		
 42.40   	 157.68		 43.17   	  76.30		
 43.03   	 152.59		 43.48   	 127.16		
 43.64   	 157.68		 43.99   	 193.29		
 44.27   	 167.85		 44.76   	 259.41		
 44.94   	 172.94		 45.80   	 330.62		
 45.64   	 162.77		 47.12   	 381.48		
 46.29   	 172.94		 48.65   	 422.18		
 46.98   	 178.03		 50.34   	 427.26		
 47.69   	 183.11		 52.04   	 422.18		
 48.42   	 193.29		 53.73   	 391.66		
 49.20   	 193.29		 55.30   	 345.88		
 49.97   	 172.94		 56.68   	 295.01		
 50.66   	 162.77		 57.86   	 239.06		
 51.31   	 152.59		 58.82   	 188.20		
 51.92   	 142.42		 59.57   	 147.51		
 52.49   	 127.16		 60.16   	 132.25		
 53.00   	 127.16		 60.69   	 127.16		
 53.51   	 116.99		 61.20   	 132.25		
 53.98   	 106.82		 61.73   	 162.77		
 54.40   	  96.64		 62.38   	 198.37		
 54.79   	 106.82		 63.17   	 228.89		
 55.22   	 101.73		 64.09   	 269.58		
 55.63   	  91.56		 65.17   	 300.10		
 55.99   	  91.56		 66.37   	 330.62		
 56.36   	  96.64		 67.69   	 350.97		
 56.74   	  86.47		 69.09   	 350.97		
 57.09   	  81.38		 70.50   	 340.79		
 57.42   	  76.30		 71.86   	 325.53		
 57.72   	  81.38		 73.16   	 295.01		
 58.05   	  76.30		 74.34   	 269.58		
 58.35   	  76.30		 75.42   	 239.06		
 58.66   	  66.12		 76.38   	 203.46		
 58.92   	  66.12		 77.19   	 178.03		
 59.19   	  71.21		 77.90   	 157.68		
 59.47   	  61.04		 78.53   	 137.33		
 59.71   	  61.04		 79.08   	 116.99		
 59.96   	  50.86		 79.55   	 111.90		
 60.16   	  45.78		 80.00   	  91.56		
 60.35   	  35.61		 80.37   	  81.38		
 60.49   	  30.52		 80.69   	  55.95		
 60.61   	  20.35		 80.92   	  40.69		
 60.69   	  15.26		 81.08   	  20.35		
 60.75   	  10.17		 81.16   	   5.09		
 60.79(S)	   0.00		 81.18(S)	 -10.17		
 60.79   	   0.00		 81.14   	 -20.35		
 60.79   	 -10.17		 81.06   	 -10.17		
 60.75   	 -15.26		 81.02   	 -20.35		
 60.69   	 -30.52		 80.94   	 -20.35		
 60.57   	 -40.69		 80.85   	 -35.61		
 60.41   	 -55.95		 80.71   	 -40.69		
 60.18   	 -76.30		 80.55   	 -50.86		
 59.88   	-101.73		 80.35   	 -61.04		
 59.47   	-127.16		 80.10   	 -71.21		
 58.96   	-137.33		 79.82   	 -76.30		
 58.41   	-152.59		 79.51   	 -91.56		
 57.80   	-198.37		 79.15   	 -96.64		
 57.01   	-274.67		 78.76   	-106.82		
 55.91   	-412.00		 78.33   	-116.99		
 54.26   	-600.20		 77.86   	-122.07		
 51.86   	-752.79		 77.38   	-127.16		
 48.85   	-798.57		 76.87   	-132.25		
 45.66   	-803.66		 76.34   	-127.16		
 42.44   	-783.31		 75.83   	-122.07		
 39.31   	-732.45		 75.34   	-132.25		
 36.38   	-635.81		 74.81   	-127.16		
 33.84   	-544.25		 74.30   	-132.25		
 31.66   	-493.39		 73.77   	-127.16		
 29.68   	-462.87		 73.27   	-127.16		
 27.83   	-406.92		 72.76   	-132.25		
 26.21   	-366.22		 72.23   	-132.25		
 24.74   	-356.05		 71.70   	-132.25		
 23.32   	-361.14		 71.17   	-142.42		
 21.87   	-361.14		 70.60   	-152.59		
 20.43   	-366.22		 69.99   	-162.77		
 18.96   	-376.40		 69.34   	-167.85		
 17.46   	-386.57		 68.67   	-178.03		
 15.91   	-386.57		 67.95   	-183.11		
 14.36   	-381.48		 67.22   	-172.94		
 12.84   	-376.40		 66.53   	-167.85		
 11.33   	-356.05		 65.86   	-152.59		
  9.91   	-340.79		 65.25   	-137.33		
  8.55   	-325.53		 64.70   	-116.99		
  7.24   	-300.10		 64.23   	-101.73		
  6.04   	-284.84		 63.82   	 -81.38		
  4.90   	-259.41		 63.50   	 -71.21		
  3.87   	-233.98		 63.21   	 -66.12		
  2.93   	-213.63		 62.95   	 -66.12		
  2.08   	-188.20		 62.69   	 -61.04		
  1.32   	-167.85		 62.44   	 -71.21		
  0.65   	-142.42		 62.16   	 -81.38		
  0.08   	-122.07		 61.83   	 -91.56		
 -0.41   	-101.73		 61.46   	 -96.64		
 -0.81   	 -81.38		 61.08   	-101.73		
 -1.14   	 -61.04		 60.67   	-101.73		
 -1.38   	 -45.78		 60.26   	-111.90		
 -1.57   	 -35.61		 59.82   	-111.90		
 -1.71   	 -30.52		 59.37   	-101.73		
 -1.83   	 -15.26		 58.96   	 -91.56		
 -1.89(D)	   0.00		 58.60   	 -91.56		
 -1.89   	  15.26		 58.23   	 -81.38		
 -1.83   	  25.43		 57.90   	 -71.21		
 -1.73   	  25.43		 57.62   	 -66.12		
 -1.63   	  20.35		 57.35   	 -61.04		
 -1.55   	  15.26		 57.11   	 -61.04		
 -1.49   	  15.26		 56.87   	 -55.95		
 -1.42   	  10.17		 56.64   	 -50.86		
 -1.38   	  15.26		 56.44   	 -45.78		
 -1.32   	  10.17		 56.26   	 -50.86		
 -1.28   	   0.00		 56.05   	 -45.78		
 -1.28   	   0.00		 55.87   	 -45.78		
 -1.28   	  -5.09		 55.69   	 -45.78		
 -1.30   	   5.09		 55.50   	 -40.69		
 -1.28   	   5.09		 55.34   	 -45.78		
 -1.26   	  10.17		 55.16   	 -45.78		
 -1.22   	  10.17		 54.97   	 -40.69		
 -1.18   	  10.17		 54.81   	 -35.61		
 -1.14   	  15.26		 54.67   	 -40.69		
 -1.08   	  15.26		 54.51   	 -40.69		
 -1.02   	  20.35		 54.34   	 -40.69		
 -0.94   	  25.43		 54.18   	 -35.61		
 -0.83   	  25.43		 54.04   	 -35.61		
 -0.73   	  15.26		 53.90   	 -30.52		
 -0.67   	  15.26		 53.77   	 -30.52		
 -0.61   	  15.26		 53.65   	 -30.52		
 -0.55   	  15.26		 53.53   	 -25.43		
 -0.49   	  15.26		 53.43   	 -25.43		
 -0.43   	   5.09		 53.33   	 -30.52		
 -0.41   	   5.09		 53.20   	 -20.35		
 -0.39   	   5.09		 53.12   	 -25.43		
 -0.37   	   5.09		 53.02   	 -25.43		
 -0.35   	   5.09		 52.92   	 -30.52		
 -0.33   	  10.17		 52.80   	 -25.43		
 -0.28   	  10.17		 52.70   	 -25.43		
 -0.24   	  15.26		 52.59   	 -25.43		
 -0.18   	  20.35		 52.49   	 -20.35		
 -0.10   	  25.43		 52.41   	 -20.35		
  0.00   	  20.35		 52.33   	 -20.35		
  0.08   	  30.52		 52.25   	 -15.26		
  0.20   	  25.43		 52.19   	 -20.35		
  0.31   	  30.52		 52.11   	 -15.26		
  0.43   	  30.52		 52.04   	 -20.35		
  0.55   	  35.61		 51.96   	 -15.26		
  0.69   	  30.52		 51.90   	 -15.26		
  0.81   	  30.52		 51.84   	 -15.26		
  0.94   	  30.52		 51.78   	 -15.26		
  1.06   	  30.52		 51.72   	 -20.35		
  1.18   	  30.52		 51.64   	 -20.35		
  1.30   	  25.43		 51.56   	 -20.35		
  1.40   	  30.52		 51.47   	 -25.43		
  1.53   	  25.43		 51.37   	 -25.43		
  1.63   	  25.43		 51.27   	 -25.43		
  1.73   	  20.35		 51.17   	 -20.35		
  1.81   	  20.35		 51.09   	 -25.43		
  1.89   	  20.35		 50.99   	 -25.43		
  1.97   	  20.35		 50.88   	 -20.35		
  2.05   	  20.35		 50.80   	 -20.35		
  2.14   	  25.43		 50.72   	 -20.35		
  2.24   	  25.43		 50.64   	 -20.35		
  2.34   	  25.43		 50.56   	 -20.35		
  2.44   	  25.43		 50.48   	 -10.17		
  2.54   	  25.43		 50.44   	 -15.26		
  2.64   	  15.26		 50.38   	 -20.35		
  2.71   	  10.17		 50.29   	 -15.26		
  2.75   	  15.26		 50.23   	 -15.26		
  2.81   	  15.26		 50.17   	 -20.35		
  2.87   	  25.43		 50.09   	 -25.43		
  2.97   	  35.61		 49.99   	 -20.35		
  3.11(E)	  45.78		 49.91   	 -25.43		
  3.30   	  45.78		 49.81   	 -20.35		
  3.48   	  45.78		 49.73   	 -25.43		
  3.66   	  45.78		 49.62   	 -30.52		
  3.85   	  45.78		 49.50   	 -30.52		
  4.03   	  50.86		 49.38   	 -30.52		
  4.23   	  50.86		 49.26   	 -25.43		
  4.44   	  50.86		 49.16   	 -30.52		
  4.64   	  50.86		 49.03   	 -25.43		
  4.84   	  45.78		 48.93   	 -20.35		
  5.03   	  45.78		 48.85   	 -20.35		
  5.21   	  45.78		 48.77   	 -20.35		
  5.39   	  45.78		 48.69   	 -15.26		
  5.57   	  45.78		 48.63   	 -20.35		
  5.76   	  55.95		 48.55   	 -20.35		
  5.98   	  66.12		 48.46   	 -25.43		
  6.25   	  91.56		 48.36   	 -20.35		
  6.61   	 101.73		 48.28   	 -20.35		
  7.02   	 122.07		 48.20   	 -20.35		
  7.51   	 122.07		 48.12   	 -20.35		
  8.00   	 152.59		 48.04   	 -20.35		
  8.61   	 228.89		 47.96   	 -15.26		
  9.52   	 330.62		 47.89   	 -15.26		
 10.84   	 457.78		 47.83   	 -15.26		
 12.68   	 559.51		 47.77   	 -20.35		
 14.91   	 595.11		 47.69   	 -15.26		
 17.29   	 579.86		 47.63   	 -15.26		
 19.61   	 508.65		 47.57   	 -20.35		
 21.65   	 457.78		 47.49   	 -15.26		
 23.48   	 437.43		 47.43   	 -25.43		
 25.23   	 422.18		 47.32   	 -20.35		
 26.92   	 417.09		 47.24   	 -25.43		
 28.59   	 391.66		 47.14   	 -20.35		
 30.15   	 366.22		 47.06   	 -20.35		
 31.62   	 356.05		 46.98   	 -20.35		
 33.04   	 345.88		 46.90   	 -20.35		
 34.43   	 320.45		 46.82   	 -25.43		
 35.71   	 279.75		 46.71   	 -20.35		
 36.83   	 249.24		 46.63   	 -30.52		
 37.82   	 223.80		 46.51   	 -35.61		
